CS_ID	Keyword_ID	Keyword	Intent_1	Authority
CS_02090		groin muscle pain	Generic	Expert
CS_02091		female syphilis pictures	Resource	General
CS_02092		what is a ct urogram	Generic	Expert
CS_02093		spinal tap procedures	Generic	Expert
CS_02094		symptoms of facial neuralgia	Direct Answer	Expert
CS_02095		fallen bladder symptoms	Direct Answer	Expert
CS_02096		birth certificate application	Resource	General
CS_02097		normal range pulse rate	Direct Answer	General
CS_02098		h pylori bacteria symptoms	Direct Answer	Expert
CS_02099		home remedies for impetigo	Direct Answer	Expert
CS_02100		how do i stop diarrhea	Guide	Expert
CS_02101		what foods have serotonin	Direct Answer	Expert
CS_02102		how do you contract hiv	Direct Answer	Expert
CS_02103		what is osseous metastases	Generic	Expert
CS_02104		picture inguinal hernia	Resource	Expert
CS_02105		what causes dizzyness	Direct Answer	Expert
CS_02106		liver tumor symptoms	Direct Answer	Expert
CS_02107		beta blockers list	Direct Answer	Expert
CS_02108		sudden tiredness after eating	Generic	Expert
CS_02109		how women urinate	Direct Answer	General
CS_02110		enlarged thyroid gland	Generic	Expert
CS_02111		list of anticoagulants	Direct Answer	Expert
CS_02112		normal blood test numbers	Direct Answer	Expert
CS_02113		what is sensory neuropathy	Generic	General
CS_02114		arthritis in jaw joint symptoms	Direct Answer	Expert
CS_02115		potassium daily requirement	Direct Answer	Expert
CS_02116		can a rotator cuff tear heal	Direct Answer	Expert
CS_02117		is popcorn good for diabetics	Direct Answer	Expert
CS_02118		numbness in arm and hand	Generic	Expert
CS_02119		what is cml leukemia	Generic	Expert
CS_02120		what causes water pollution	Direct Answer	General
CS_02121		picture of hernia in groin area	Resource	General
CS_02122		whipple surgery diagram	Resource	General
CS_02123		psa levels chart	Resource	General
CS_02124		how to treat pressure sores	Guide	Expert
CS_02125		what is e coli infection	Generic	Expert
CS_02126		diet plan for diabetics	Direct Answer	Expert
CS_02127		ingrown toenail treatment	Guide	Expert
CS_02128		hepatitis b core ab positive	Direct Answer	Expert
CS_02129		symptoms of lack of oxygen	Direct Answer	Expert
CS_02130		cause of swollen hands	Direct Answer	Expert
CS_02131		laminectomy with fusion	Direct Answer	Expert
CS_02132		what is multiple melanoma	Generic	Expert
CS_02133		clark level 4 melanoma	Direct Answer	Expert
CS_02134		childsupport payments	Generic	General
CS_02135		hyperbaric oxygen therapy	Generic	Expert
CS_02136		low blood sugar levels	Generic	Expert
CS_02137		is lupus contagious	Direct Answer	Expert
CS_02138		tachycardia treatment	Guide	Expert
CS_02139		foot blisters pictures	Resource	General
CS_02140		the symptoms of leukemia	Direct Answer	Expert
CS_02141		food list for diverticulitis	Direct Answer	Expert
CS_02142		home cures for jock itch	Guide	Expert
CS_02143		drug information	Generic	Expert
CS_02144		exercises for shoulder bursitis	Generic	Expert
CS_02145		tick bite images	Resource	Expert
CS_02146		end stage lewy body disease	Direct Answer	Expert
CS_02147		arm and shoulder pain	Generic	Expert
CS_02148		pacemaker side effects	Direct Answer	Expert
CS_02149		ablation side effects	Direct Answer	Expert
CS_02150		free cancer screening	Generic	General
CS_02151		pictures of thyroid	Resource	General
CS_02152		facial skin rashes pictures	Resource	General
CS_02153		recipes for gall bladder diet	Guide	Expert
CS_02154		spider bites	Generic	Expert
CS_02155		side effects of ginger	Direct Answer	Expert
CS_02156		your dreams mean	Generic	
CS_02157		high ferritin levels in blood	Direct Answer	Expert
CS_02158		ask questions online free	Generic	General
CS_02159		signs of thyroid problems	Direct Answer	Expert
CS_02160		what is mcg dosage	Generic	Expert
CS_02161		circular spots on skin	Generic	Expert
CS_02162		spider bite symptoms	Direct Answer	Expert
CS_02163		meningitis pictures of rash	Resource	Expert
CS_02164		how to read cholesterol test	Guide	General
CS_02165		how often a colonoscopy	Direct Answer	Expert
CS_02166		what is type b flu	Generic	Expert
CS_02167		what is porphyria disease	Generic	Expert
CS_02168		were are the kidneys located	Direct Answer	General
CS_02169		concussion recovery time	Direct Answer	Expert
CS_02170		metamucil help diarrhea	Generic	Expert
CS_02171		ca 125 test results range	Direct Answer	Expert
CS_02172		senokot dosage instructions	Guide	Expert
CS_02173		printable migraine diary	Resource	General
CS_02174		what is neutrophils blood test	Direct Answer	Expert
CS_02175		what are symptoms of ulcers	Direct Answer	Expert
CS_02176		ms symptoms in men	Direct Answer	Expert
CS_02177		good blood pressure range	Direct Answer	Expert
CS_02178		spotting and menopause	Generic	Expert
CS_02179		how to cure ear buzzing	Guide	Expert
CS_02180		what triggers gout	Direct Answer	Expert
CS_02181		remedy for swollen eyelid	Direct Answer	Expert
CS_02182		high cholestrol foods	Generic	Expert
CS_02183		how much cost a tummy tuck	Transactional	Expert
CS_02184		federal indictments	Generic	Expert
CS_02185		how to get rid of ring worm	Guide	Expert
CS_02186		positional vertigo - treatment	Direct Answer	Expert
CS_02187		what is endocet 5-325mg	Generic	Expert
CS_02188		neck and throat pain causes	Direct Answer	Expert
CS_02189		what is tachycardia	Generic	Expert
CS_02190		what is hospice	Generic	General
CS_02191		photos of diverticulitis	Resource	General
CS_02192		what causes urine retention	Direct Answer	Expert
CS_02193		what causes anxiety attacks	Direct Answer	Expert
CS_02194		how does head lice start	Direct Answer	Expert
CS_02195		fresenius dialysis locations	Direct Answer	General
CS_02196		is an emg nerve test painful	Direct Answer	Opinion
CS_02197		back pain with cough	Generic	Expert
CS_02198		what does shingles feel like	Direct Answer	General
CS_02199		pictures of meningitis rash	Resource	General
CS_02200		weak legs in elderly	Generic	Expert
CS_02201		aneurysm size for surgery	Direct Answer	Expert
CS_02202		skin rash pictures in adults	Resource	General
CS_02203		causes of high lymphocytes	Direct Answer	Expert
CS_02204		top of foot pain treatment	Guide	Expert
CS_02205		how to cure a baker's cyst	Guide	Expert
CS_02206		enlarged spleen pictures	Resource	General
CS_02207		what is obsessive compulsive	Generic	Expert
CS_02208		what causes red itchy eyelids	Direct Answer	Expert
CS_02209		what is underactive thyroid	Generic	Expert
CS_02210		how to clear blocked ear	Guide	Expert
CS_02211		normal range for glucose	Direct Answer	Expert
CS_02212		strep rash pictures	Resource	Expert
CS_02213		remedy for knee pain	Guide	Expert
CS_02214		new treatment for hep c	Guide	Expert
CS_02215		pain right side of ribcage	Generic	Expert
CS_02216		types of blood diseases	Direct Answer	Expert
CS_02217		signs of a heart attack	Direct Answer	Expert
CS_02218		knee inflammation and pain	Generic	Expert
CS_02219		what causes mucus in lungs	Direct Answer	Expert
CS_02220		ovary pain symptoms	Direct Answer	Expert
CS_02221		scabies images pictures	Resource	General
CS_02222		skin cancer photos legs	Resource	General
CS_02223		cpt code reimbursement	Resource	General
CS_02224		cpt codes online	Navigational	General
CS_02225		meniscus tear recovery time	Direct Answer	Expert
CS_02226		causes of abdominal spasms	Direct Answer	Expert
CS_02227		beginning stages of copd	Direct Answer	Expert
CS_02228		what is squamous cell carcinoma	Generic	Expert
CS_02229		what is hepatitis	Generic	Expert
CS_02230		what is the thyroid diet	Generic	Expert
CS_02231		bladder sling problems	Generic	Expert
CS_02232		colloidal silver uses	Direct Answer	Expert
CS_02233		what is a scabies	Generic	General
CS_02234		bone density chart	Resource	Expert
CS_02235		dental fees by zip code	Transactional	Expert
CS_02236		what is lemon balm	Generic	General
CS_02237		blood thinners side effects	Direct Answer	Expert
CS_02238		upset stomach treatment	Guide	Expert
CS_02239		heart disease and back pain	Generic	Expert
CS_02240		rib cage muscle spasms	Generic	Expert
CS_02241		kegels for men video	Generic	General
CS_02242		cardiomyopathy prognosis	Direct Answer	Expert
CS_02243		diabetic shock symptoms	Direct Answer	Expert
CS_02244		cough treatment	Guide	Expert
CS_02245		cysts on kidneys and liver	Generic	Expert
CS_02246		what is resveratrol	Generic	Expert
CS_02247		diabetic skin lesions pictures	Resource	Expert
CS_02248		aspartame dangers	Direct Answer	Expert
CS_02249		scoliosis exercises	Direct Answer	Expert
CS_02250		asperger syndrome in adults	Generic	Expert
CS_02251		insect bite pictures symptoms	Resource	Expert
CS_02252		lymphocytic colitis	Generic	Expert
CS_02253		how to prevent cataracts	Guide	Expert
CS_02254		too much iodine side effects	Direct Answer	Expert
CS_02255		stage 4 bone cancer survival	Direct Answer	Expert
CS_02256		causes of elevated tsh levels	Direct Answer	Expert
CS_02257		bunion correction surgery	Generic	Expert
CS_02258		treatment for charcot foot	Guide	Expert
CS_02259		rheumatoid symptoms	Direct Answer	Expert
CS_02260		how long is menopause	Direct Answer	Expert
CS_02261		chronic dry eyes symptoms	Direct Answer	Expert
CS_02262		first aid kit checklist	Direct Answer	General
CS_02263		sign of ruptured ovarian cyst	Direct Answer	Expert
CS_02264		heel spurs home remedies	Guide	General
CS_02265		symptoms of perimenopause	Direct Answer	Expert
CS_02266		3 day liver cleanse	Direct Answer	Expert
CS_02267		diabetic diet snacks	Generic	Expert
CS_02268		best diet for thyroid problems	Direct Answer	Expert
CS_02269		corns on toes pictures	Resource	General
CS_02270		grovers skin disease	Generic	Expert
CS_02271		hernia surgery laparoscopic	Generic	Expert
CS_02272		shoulder tear symptoms	Direct Answer	Expert
CS_02273		ashwagandha side effects	Direct Answer	Expert
CS_02274		protein in urine symptoms	Direct Answer	Expert
CS_02275		biopsy of the uterus	Generic	Expert
CS_02276		what is viral encephalitis	Generic	Expert
CS_02277		unisom side effects	Direct Answer	Expert
CS_02278		pictures of dust mite bites	Resource	General
CS_02279		dangers of black licorice	Direct Answer	Expert
CS_02280		cpap machines side effects	Direct Answer	Expert
CS_02281		treatment for trigger finger	Direct Answer	Expert
CS_02282		bad breath home remedies	Guide	Expert
CS_02283		aquaphor ingredients list	Direct Answer	Expert
CS_02284		home remedies for feet	Guide	Expert
CS_02285		signs that you have cancer	Direct Answer	Expert
CS_02286		hernia and symptoms	Direct Answer	Expert
CS_02287		what is piriformis syndrome	Generic	Expert
CS_02288		anxiety and nervous stomach	Generic	Expert
CS_02289		signs of diabetic neuropathy	Direct Answer	Expert
CS_02290		advil dosage for adults	Direct Answer	Expert
CS_02291		foods that do not cause gas	Direct Answer	Expert
CS_02292		pessary insertion	Generic	Expert
CS_02293		icd-9 and cpt coding	Generic	Expert
CS_02294		mucus in throat causes	Direct Answer	Expert
CS_02295		big toe pain and numbness	Generic	Expert
CS_02296		shingles and swelling	Generic	Expert
CS_02297		a to z diseases	Generic	Expert
CS_02298		stage store coupons printable	Resource	General
CS_02299		exercises for back pain	Direct Answer	Expert
CS_02300		pain in legs and feet	Generic	Expert
CS_02301		types of sores	Direct Answer	Expert
CS_02302		what is an android widget	Generic	General
CS_02303		how can you get c diff	Generic	Expert
CS_02304		wisc circuit court access	Navigational	General
CS_02305		symptom of too much iron	Direct Answer	Expert
CS_02306		earwigs bites pictures	Resource	General
CS_02307		what is temporal arteritis	Generic	Expert
CS_02308		symptoms of syphilis in males	Direct Answer	Expert
CS_02309		diabetic seizure symptoms	Direct Answer	Expert
CS_02310		periodontal disease images	Resource	General
CS_02311		bladder cancer recovery rate	Direct Answer	Expert
CS_02312		triglycerides and alcohol	Generic	Expert
CS_02313		zeal for life side effects	Direct Answer	Expert
CS_02314		treatment for heart failure	Guide	Expert
CS_02315		size of thyroid nodules	Direct Answer	Expert
CS_02316		what causes stomach polyps	Direct Answer	Expert
CS_02317		pylori symptoms	Direct Answer	Expert
CS_02318		list of asthma inhalers	Direct Answer	Expert
CS_02319		what is bladder infection	Generic	General
CS_02320		blood sugar level scale	Direct Answer	Expert
CS_02321		low red blood cell causes	Direct Answer	Expert
CS_02322		men who urinate frequently	Generic	Expert
CS_02323		correct sentence	Generic	General
CS_02324		lung copd life expectancy	Direct Answer	Expert
CS_02325		leg rash pictures	Resource	General
CS_02326		nursing diagnosis care plans	Generic	Expert
CS_02327		remedies for ankle swelling	Guide	Expert
CS_02328		ventral hernia images	Resource	Expert
CS_02329		mental disorder quiz	Generic	General
CS_02330		ring worm photos	Resource	General
CS_02331		what is hpv virus in women	Generic	General
CS_02332		alcoholism images	Resource	General
CS_02333		eye hemorrhage treatment	Guide	Expert
CS_02334		what are the stages of death	Generic	Expert
CS_02335		what if a polyp is cancerous	Generic	Expert
CS_02336		causes high ferritin	Direct Answer	Expert
CS_02337		web md diagnosis	Navigational	
CS_02338		skin cancer lip pictures	Resource	General
CS_02339		photo of heel spur	Resource	General
CS_02340		psoriatic psoriasis symptoms	Direct Answer	Expert
CS_02341		low platelets symptoms	Direct Answer	Expert
CS_02342		low bloodpressure	Generic	Expert
CS_02343		what causes pain in feet	Direct Answer	Expert
CS_02344		blood clot in leg photos	Resource	Expert
CS_02345		what is enterococcus	Direct Answer	Expert
CS_02346		what food contains serotonin	Direct Answer	Expert
CS_02347		what is liver function	Generic	Expert
CS_02348		what is upper gi test	Generic	Expert
CS_02349		how to cure gum disease	Guide	Expert
CS_02350		factor five blood disorder	Generic	Expert
CS_02351		what triggers shingles	Direct Answer	Expert
CS_02352		what is polyneuropathy	Generic	Expert
CS_02353		home remedy for stye	Direct Answer	Expert
CS_02354		what should diabetics avoid	Direct Answer	Expert
CS_02355		can allergies cause a cough	Direct Answer	Expert
CS_02356		nummular eczema treatment	Direct Answer	Expert
CS_02357		skin lymphoma images	Resource	
CS_02358		ask a doctor free	Generic	Expert
CS_02359		frontal lobe tumor prognosis	Direct Answer	Expert
CS_02360		natural remedy for heartburn	Resource	Expert
CS_02361		causes of bladder stones	Direct Answer	Expert
CS_02362		list of dental procedures	Direct Answer	General
CS_02363		foot pain ball of foot	Generic	Expert
CS_02364		back pain symptoms of	Direct Answer	Expert
CS_02365		what causes stomach cramps	Direct Answer	Expert
CS_02366		retinal vein occlusion	Generic	Expert
CS_02367		what causes throat cancer	Direct Answer	Expert
CS_02368		what is ginseng good for	Direct Answer	General
CS_02369		knee joint effusion treatment	Guide	Expert
CS_02370		chronic cough after eating	Direct Answer	Expert
CS_02371		what is an ocular migraine	Generic	Expert
CS_02372		what does a pet scan show	Generic	Expert
CS_02373		type a flu	Generic	Expert
CS_02374		tsh thyroid range	Direct Answer	Expert
CS_02375		universal codes remote	Direct Answer	General
CS_02376		nearest 24 hr pharmacy	Direct Answer	General
CS_02377		croup in adults symptoms	Direct Answer	Expert
CS_02378		what is shingles virus	Generic	General
CS_02379		phenylalanine side effects	Direct Answer	Expert
CS_02380		dr mark hyman scam	Direct Answer	General
CS_02381		zenni optical out of business	Generic	General
CS_02382		niacin and side effects	Direct Answer	Expert
CS_02383		what is elevated thyroid	Generic	Expert
CS_02384		can hdl be too high	Direct Answer	Expert
CS_02385		what does coq10 do	Direct Answer	Expert
CS_02386		symtoms of thyroid problems	Direct Answer	Expert
CS_02387		positive ana test and cancer	Generic	Expert
CS_02388		early signs of liver cirrhosis	Direct Answer	Expert
CS_02389		chicken pox pictures	Resource	Expert
CS_02390		vitiligo skin disease pictures	Resource	General
CS_02391		what is infection control	Generic	Expert
CS_02392		symptons of food poisoning	Direct Answer	Expert
CS_02393		wheezing cough treatment	Guide	Expert
CS_02394		what is mds disease	Generic	Expert
CS_02395		lewy body symptoms	Direct Answer	Expert
CS_02396		pre diabetes diet food list	Direct Answer	Expert
CS_02397		heart attack signs	Direct Answer	Expert
CS_02398		what causes sugar cravings	Direct Answer	Expert
CS_02399		skin painful to the touch	Generic	Expert
CS_02400		how to test for alcohol	Guide	Expert
CS_02401		photos of trichomoniasis	Resource	Expert
CS_02402		what causes muscle loss	Direct Answer	General
CS_02403		flu symptoms in adults 2013	Direct Answer	Expert
CS_02404		fenugreek benefits	Direct Answer	Expert
CS_02405		causes of vertigo	Direct Answer	Expert
CS_02406		early chicken pox pictures	Resource	Expert
CS_02407		side affects of aleve	Direct Answer	Expert
CS_02408		tomato blight cure	Generic	Expert
CS_02409		latest knee surgery	Generic	Expert
CS_02410		advair diskus	Generic	Expert
CS_02411		how to treat rotator cuff pain	Guide	Expert
CS_02412		hemp seed oil and cancer	Generic	Expert
CS_02413		angiogram of the heart	Generic	Expert
CS_02414		wbc count normal values	Generic	Expert
CS_02415		how long shingles pain last	Direct Answer	Expert
CS_02416		low oxygen level symptoms	Direct Answer	Expert
CS_02417		symptoms of parasites	Direct Answer	Expert
CS_02418		what is glucose serum	Generic	Expert
CS_02419		home remedies for thrush	Guide	Expert
CS_02420		what is dyslexia in children	Generic	Expert
CS_02421		what is uterus cancer	Generic	Expert
CS_02422		osteoarthritis signs symptoms	Direct Answer	Expert
CS_02423		normal range for wbc	Direct Answer	Expert
CS_02424		how is a thyroid biopsy done	Guide	Expert
CS_02425		what are probiotics used for	Direct Answer	Expert
CS_02426		maca side effects	Direct Answer	Expert
CS_02427		home epley maneuver	Guide	General
CS_02428		iron infusion for anemia	Direct Answer	Expert
CS_02429		how to treat toothache pain	Guide	Expert
CS_02430		symptoms of dry eye	Direct Answer	Expert
CS_02431		tongue cancer survival rate	Direct Answer	Expert
CS_02432		fodmaps diet list	Direct Answer	Expert
CS_02433		vasculitis treatment	Direct Answer	Expert
CS_02434		how to cure bone spurs	Guide	Expert
CS_02435		information on blood pressure	Generic	Expert
CS_02436		how to cure pulled hamstring	Guide	Expert
CS_02437		diabetes food to avoid list	Direct Answer	Expert
CS_02438		symptoms vagus nerve	Direct Answer	Expert
CS_02439		liver failure signs	Direct Answer	Expert
CS_02440		constipation in the elderly	Generic	Expert
CS_02441		causes of triglycerides	Direct Answer	Expert
CS_02442		what are the side affects	Direct Answer	Expert
CS_02443		heart scan calcium score	Generic	Expert
CS_02444		nerve block procedure	Generic	Expert
CS_02445		hematoma after surgery	Generic	Expert
CS_02446		cures for chickenpox	Direct Answer	Expert
CS_02447		leg pain when laying down	Generic	Expert
CS_02448		what is chiari 1 malformation	Generic	Expert
CS_02449		how is shingles diagnosed	Direct Answer	Expert
CS_02450		what is scar tissue	Generic	Expert
CS_02451		pain in left side of groin	Generic	Expert
CS_02452		what is t cell leukemia	Generic	Expert
CS_02453		statistics on death	Generic	General
CS_02454		what is stage 3 brain cancer	Generic	Expert
CS_02455		medtronic products	Generic	General
CS_02456		what causes thin stools	Direct Answer	Expert
CS_02457		symptoms of tb infection	Direct Answer	Expert
CS_02458		code ascii table	Resource	General
CS_02459		signs of rabies in humans	Direct Answer	Expert
CS_02460		what is the best nasal spray	Direct Answer	Opinion
CS_02461		chigger rash photos	Resource	Expert
CS_02462		symptoms of fallen arches	Direct Answer	Expert
CS_02463		cure for persistent cough	Guide	Expert
CS_02464		exercises to help sciatica	Guide	Expert
CS_02465		pictures of abscess tooth	Resource	General
CS_02466		stomach aneurysm symptoms	Direct Answer	Expert
CS_02467		why do i frequently urinate	Direct Answer	Expert
CS_02468		national archives and records	Generic	General
CS_02469		tongue cancer symptoms	Direct Answer	Expert
CS_02470		pacemaker surgery recovery	Direct Answer	Expert
CS_02471		how to cure double vision	Guide	Expert
CS_02472		symptoms of gout in the heel	Direct Answer	Expert
CS_02473		is a bone marrow biopsy painful	Direct Answer	Expert
CS_02474		low blood count treatment	Guide	Expert
CS_02475		remove a tick head left in	Guide	Expert
CS_02476		remedy for charlie horses	Guide	Expert
CS_02477		what is low platelets	Generic	Expert
CS_02478		articles on drug abuse	Generic	General
CS_02479		npi taxonomy codes lookup	Generic	Expert
CS_02480		mood disorders symptoms	Direct Answer	Expert
CS_02481		cancer symptoms pictures	Resource	Expert
CS_02482		bone cancer hip pain	Generic	Expert
CS_02483		radiculopathy definition	Direct Answer	General
CS_02484		what is a fistula for dialysis	Generic	Expert
CS_02485		skin dermatitis pictures	Resource	General
CS_02486		what is a normal t4 level	Direct Answer	Expert
CS_02487		women's heart attack signs	Direct Answer	Expert
CS_02488		throat cancer images	Resource	Expert
CS_02489		stye eye treatment	Guide	Expert
CS_02490		mrsa infection in the blood	Generic	Expert
CS_02491		wasp stings what to do	Guide	Expert
CS_02492		fibromyalgia medication	Direct Answer	Expert
CS_02493		dangers of shingles vaccine	Direct Answer	Expert
CS_02494		ear infection cure for adults	Direct Answer	Expert
CS_02495		hepatitis a shot schedule	Direct Answer	Expert
CS_02496		eye surgery recovery time	Direct Answer	Expert
CS_02497		cardiomyopathy symptoms	Direct Answer	Expert
CS_02498		what is a url stand for	Direct Answer	General
CS_02499		what is an acute stroke	Generic	Expert
CS_02500		cause of hand cramps	Direct Answer	Expert
CS_02501		ashwagandha benefits	Generic	
CS_02502		worst foods for arthritis	Direct Answer	Expert
CS_02503		fasting blood test cholesterol	Direct Answer	Expert
CS_02504		prader willi pictures	Resource	
CS_02505		red rooibos tea side effects	Direct Answer	Expert
CS_02506		fulvic acid side effects	Direct Answer	Expert
CS_02507		squamous cancer prognosis	Direct Answer	Expert
CS_02508		high histamine foods list	Direct Answer	Expert
CS_02509		what is whiplash symptoms	Direct Answer	Expert
CS_02510		causes of anxiety attacks	Direct Answer	Expert
CS_02511		symptoms of gallstones	Direct Answer	Expert
CS_02512		vicks vaporub nail fungus	Generic	Expert
CS_02513		what is labyrinthitis	Direct Answer	Expert
CS_02514		pill book online	Navigational	General
CS_02515		cost of ivig infusion	Transactional	Expert
CS_02516		enlarged red blood cells	Generic	Expert
CS_02517		pics of allergic reaction	Resource	Expert
CS_02518		foods to reduce uric acid	Direct Answer	Expert
CS_02519		pictures of chigger bites	Resource	Expert
CS_02520		caltrate 600 d side effects	Direct Answer	Expert
CS_02521		male groin rash pictures	Resource	Expert
CS_02522		symptoms endometrial cancer	Direct Answer	Expert
CS_02523		atrial fibrillation triggers	Direct Answer	Expert
CS_02524		lower blood pressure naturally	Guide	Expert
CS_02525		symptoms of urinary tract	Direct Answer	Expert
CS_02526		causes of bowel blockage	Direct Answer	Expert
CS_02527		treatment for blocked arteries	Direct Answer	Expert
CS_02528		what is cervical cancer	Direct Answer	Expert
CS_02529		what causes pylori bacteria	Direct Answer	Expert
CS_02530		the benefits of cider vinegar	Direct Answer	Expert
CS_02531		mayo clinic kidney diet	Navigational	General
CS_02532		what is polyethylene glycol	Generic	Expert
CS_02533		how to cure eye infection	Guide	Expert
CS_02534		best heart valve surgeons	Direct Answer	Expert
CS_02535		what is septic pneumonia	Generic	Expert
CS_02536		what is metastasis in cancer	Generic	Expert
CS_02537		chronic dry cough treatment	Guide	Expert
CS_02538		heart flutter causes	Direct Answer	Expert
CS_02539		signs of being bipolar	Direct Answer	Expert
CS_02540		what is hpv for men	Generic	Expert
CS_02541		diet for shingles	Direct Answer	Expert
CS_02542		statistics on cancer	Generic	Expert
CS_02543		definition of pollution	Direct Answer	General
CS_02544		osteoporosis treatment	Guide	Expert
CS_02545		ibuprofen 600mg side effects	Direct Answer	Expert
CS_02546		heart rate and age	Generic	Expert
CS_02547		cellulitis treatment	Direct Answer	Expert
CS_02548		getting rid of wasps	Guide	General
CS_02549		seizure medications	Generic	Expert
CS_02550		blood clot in eye	Generic	Expert
CS_02551		what is spina bifida	Generic	Expert
CS_02552		side effects nopalina	Direct Answer	Expert
CS_02553		symptons of mouth cancer	Direct Answer	Expert
CS_02554		signs of heat exhaustion	Direct Answer	Expert
CS_02555		muscle cramps in thigh	Generic	Expert
CS_02556		types of cancer cells	Direct Answer	Expert
CS_02557		boils in the groin area	Generic	Expert
CS_02558		what is musculoskeletal	Generic	Expert
CS_02559		gluten symptoms in women	Direct Answer	Expert
CS_02560		what is good blood pressure	Generic	Expert
CS_02561		what causes bunions on feet	Direct Answer	Expert
CS_02562		what causes lymphoma	Direct Answer	Expert
CS_02563		tailbone injury from fall	Generic	Expert
CS_02564		what is ldl cholesterol	Direct Answer	Expert
CS_02565		causes of high inr levels	Direct Answer	Expert
CS_02566		list of fasting blood tests	Direct Answer	Expert
CS_02567		hernia surgery complications	Direct Answer	Expert
CS_02568		broken toe healing time	Direct Answer	Expert
CS_02569		cervical arthritis symptoms	Direct Answer	Expert
CS_02570		how to cure fistula	Guide	Expert
CS_02571		best method to quit smoking	Direct Answer	Opinion
CS_02572		lyric hearing aid complaints	Generic	Expert
CS_02573		migraine signs and symptoms	Direct Answer	Expert
CS_02574		symptoms of bruised kidney	Direct Answer	Expert
CS_02575		throat cancer survival rate	Direct Answer	General
CS_02576		white blood cell diseases	Generic	Expert
CS_02577		chart of blood types	Resource	Expert
CS_02578		antibiotic rash pictures	Resource	Expert
CS_02579		exercise for hip joint pain	Direct Answer	Expert
CS_02580		what is tmj disorder	Generic	Expert
CS_02581		what is an eeg test	Generic	Expert
CS_02582		what causes macular edema	Direct Answer	Expert
CS_02583		what is ferritin in blood	Generic	Expert
CS_02584		laser gum treatment cost	Direct Answer	Expert
CS_02585		gastric bypass diet	Direct Answer	Expert
CS_02586		complaint about a doctor	Generic	General
CS_02587		flesh eating virus pictures	Resource	General
CS_02588		kidney diet foods	Generic	Expert
CS_02589		what is systemic disease	Direct Answer	General
CS_02590		what is kidney dialysis	Generic	Expert
CS_02591		white blood count levels high	Generic	Expert
CS_02592		staph infection in the blood	Generic	Expert
CS_02593		reading blood tests	Resource	Expert
CS_02594		thumb surgery recovery time	Direct Answer	Expert
CS_02595		retinal tear recovery time	Direct Answer	Expert
CS_02596		best remedy for a head cold	Guide	Expert
CS_02597		systolic and diastolic	Generic	Expert
CS_02598		eczema photos	Resource	
CS_02599		how do you perform cpr	Guide	Expert
CS_02600		emergency medical form	Resource	General
CS_02601		best arthritis creams	Direct Answer	Opinion
CS_02602		high red blood count in urine	Generic	Expert
CS_02603		what is a turp operation	Generic	Expert
CS_02604		radon levels	Generic	Expert
CS_02605		blood sugar levels too high	Generic	Expert
CS_02606		pain on the right side	Generic	Expert
CS_02607		symptoms lack potassium	Direct Answer	Expert
CS_02608		bone spurs foot treatment	Guide	Expert
CS_02609		backache causes	Direct Answer	Expert
CS_02610		arthritis flare up symptoms	Direct Answer	Expert
CS_02611		lump in armpit causes	Direct Answer	Expert
CS_02612		pain identifier	Generic	General
CS_02613		hdl cholesterol levels	Generic	Expert
CS_02614		left side hip pain causes	Direct Answer	Expert
CS_02615		jung personality test	Generic	General
CS_02616		lymphocytic colitis diet	Direct Answer	Expert
CS_02617		bleeding from the bowel	Generic	Expert
CS_02618		what causes hammer toe	Direct Answer	Expert
CS_02619		myelogram procedure	Guide	Expert
CS_02620		signs of a gall bladder attack	Direct Answer	Expert
CS_02621		home remedies for dry eye	Guide	Expert
CS_02622		what causes mouth ulcers	Direct Answer	Expert
CS_02623		causes of rapid heartbeat	Direct Answer	Expert
CS_02624		what causes foot fungus	Direct Answer	Expert
CS_02625		gout pain on top of foot	Generic	Expert
CS_02626		what causes pain in the side	Direct Answer	Expert
CS_02627		inguinal hernia repair	Direct Answer	Expert
CS_02628		low purine diet food list	Direct Answer	Expert
CS_02629		cystocele repair pictures	Resource	
CS_02630		what is a torn acl	Generic	Expert
CS_02631		skin lesion pictures	Resource	Expert
CS_02632		milorganite deer repellent	Direct Answer	General
CS_02633		kidney pain or back pain	Generic	Expert
CS_02634		how do you treat ringworm	Guide	Expert
CS_02635		normal psa range by age	Direct Answer	Expert
CS_02636		thumb surgery recovery	Direct Answer	Expert
CS_02637		what is normal psa	Generic	Expert
CS_02638		how do i remove skin tags	Guide	Expert
CS_02639		kidney cancer pictures	Resource	General
CS_02640		ventilator nursing homes	Generic	General
CS_02641		heart catheterization costs	Transactional	Expert
CS_02642		signs of arthritis in hip	Direct Answer	Expert
CS_02643		normal triglyceride range	Generic	Expert
CS_02644		what is water on the knee	Generic	Expert
CS_02645		stomach gas pain remedy	Guide	Expert
CS_02646		holistic medical doctors	Generic	Expert
CS_02647		what is a eating disorder	Generic	Expert
CS_02648		normal blood sugar number	Direct Answer	Expert
CS_02649		neuro endocrine carcinoma	Generic	Expert
CS_02650		what is joint effusion	Generic	Expert
CS_02651		lung granuloma treatment	Guide	Expert
CS_02652		what causes black stools	Direct Answer	Expert
CS_02653		severe anxiety symptoms	Direct Answer	Expert
CS_02654		ibuprofen dosage	Generic	Expert
CS_02655		foods high fiber	Direct Answer	General
CS_02656		cyst removal surgery	Generic	Expert
