CS_ID	Keyword_ID	Keyword	Intent_1	Authority
CS_0965	2802	hernia surgery	Generic	Expert
CS_0966	2802	gluten foods to avoid	Direct Answer	General
CS_0967	2802	medicinal uses of vinegar	Direct Answer	General
CS_0968	2802	trimix injection dosage	Direct Answer	Expert
CS_0969	2801	life expectancy spinal cancer	Direct Answer	Expert
CS_0970	2800	how to flush your kidneys	Guide	Expert
CS_0971	2798	blood pressure numbers	Direct Answer	Expert
CS_0972	2798	yellow jacket sting remedy	Guide	General
CS_0973	2797	how to cure ringing in ears	Guide	Expert
CS_0974	2797	colon cancer symptoms men	Direct Answer	Expert
CS_0975	2797	alcohol dementia symptoms	Direct Answer	Expert
CS_0976	2796	how to keep kidneys healthy	Guide	Expert
CS_0977	2794	als symptoms in women	Direct Answer	Expert
CS_0978	2794	causes for high mcv count	Direct Answer	Expert
CS_0979	2794	how to treat minor burns	Guide	General
CS_0980	2794	signs blood sugar is too high	Direct Answer	Expert
CS_0981	2793	symptoms of lyme disease	Direct Answer	Expert
CS_0982	2793	list of nasal sprays	Direct Answer	General
CS_0983	2792	what normal blood pressure	Direct Answer	General
CS_0984	2791	severe tooth pain remedy	Guide	Expert
CS_0985	2790	symptoms of bruised ribs	Direct Answer	Expert
CS_0986	2790	what is the parkinson disease	Generic	General
CS_0987	2790	staph infection photos	Resource	General
CS_0988	2790	diet for gout sufferers	Direct Answer	Expert
CS_0989	2790	psa test fasting	Generic	Expert
CS_0990	2789	what is sinus bradycardia	Generic	General
CS_0991	2789	picture of ringworm	Resource	General
CS_0992	2789	symptoms of addison disease	Direct Answer	Expert
CS_0993	2788	fibroids after menopause	Generic	Expert
CS_0994	2788	final stages of lung cancer	Direct Answer	Expert
CS_0995	2787	fingernail fungus pictures	Resource	General
CS_0996	2787	how to cure vertigo	Guide	Expert
CS_0997	2787	knee cartilage torn symptoms	Direct Answer	Expert
CS_0998	2787	what causes a dry mouth	Direct Answer	Expert
CS_0999	2786	what is colon polyps	Generic	General
CS_1000	2786	what is corneal transplant	Generic	General
CS_1001	2784	pictures of large boils	Resource	General
CS_1002	2784	hiatal hernia repair surgery	Direct Answer	Expert
CS_1003	2784	printable diabetic log	Resource	General
CS_1004	2783	vinegar and toe nail fungus	Generic	General
CS_1005	2783	menopause side effects	Direct Answer	Expert
CS_1006	2782	list of birth controls	Direct Answer	General
CS_1007	2782	causes for sudden dizziness	Direct Answer	Expert
CS_1008	2782	how to treat high creatinine	Guide	Expert
CS_1009	2781	how to cure thick toenails	Guide	Expert
CS_1010	2781	thyroid symptoms in woman	Direct Answer	Expert
CS_1011	2780	treatments for acid reflux	Guide	Expert
CS_1012	2780	what causes scabies mites	Direct Answer	Expert
CS_1013	2779	cause of high potassium	Direct Answer	Expert
CS_1014	2778	hip arthritis symptoms	Direct Answer	Expert
CS_1015	2778	images of hemroids	Resource	General
CS_1016	2778	symptoms kidney cancer	Direct Answer	Expert
CS_1017	2777	images of skin cancer on arm	Resource	General
CS_1018	2777	normal thyroid numbers	Direct Answer	Expert
CS_1019	2777	buzzing in ears causes	Direct Answer	Expert
CS_1020	2776	how to treat constipation	Guide	General
CS_1021	2775	plugged ears home remedy	Guide	General
CS_1022	2774	pictures and symptoms	Resource	General
CS_1023	2773	what causes pelvic bone pain	Direct Answer	Expert
CS_1024	2773	types of blood tests	Generic	Expert
CS_1025	2773	medical board complaints	Generic	General
CS_1026	2773	high triglyceride causes	Direct Answer	Expert
CS_1027	2772	what causes scabies	Direct Answer	Expert
CS_1028	2772	what is mantle cell lymphoma	Generic	General
CS_1029	2771	blurred vision after surgery	Generic	Expert
CS_1030	2770	kidney failure symptoms	Direct Answer	Expert
CS_1031	2769	oxygen therapy side effects	Direct Answer	Expert
CS_1032	2767	what can a ct scan detect	Direct Answer	Expert
CS_1033	2766	what is a cerebral palsy	Generic	Expert
CS_1034	2766	colon surgery recovery time	Direct Answer	Expert
CS_1035	2765	early sign of cervical cancer	Direct Answer	Expert
CS_1036	2764	what is the epstein-barr virus	Generic	General
CS_1037	2764	what is angina attack	Generic	Expert
CS_1038	2763	side effects of alkaline water	Direct Answer	Expert
CS_1039	2763	pictures of leukemia rash	Resource	Expert
CS_1040	2763	what are symptoms of malaria	Direct Answer	Expert
CS_1041	2763	low diastolic pressure causes	Direct Answer	Expert
CS_1042	2762	aleve versus ibuprofen	Generic	Expert
CS_1043	2762	how do you heal shin splints	Guide	Expert
CS_1044	2761	how to identify bees	Guide	General
CS_1045	2761	what causes easy bruising	Direct Answer	General
CS_1046	2760	brain aneurysm symptoms	Direct Answer	Expert
CS_1047	2759	hospital phone numbers	Direct Answer	General
CS_1048	2758	symptoms of an alcoholic	Direct Answer	Expert
CS_1049	2758	face wart pictures	Resource	General
CS_1050	2758	what is hgb blood test	Generic	General
CS_1051	2758	narcissism symptoms	Direct Answer	Expert
CS_1052	2757	medical questions online	Navigational	General
CS_1053	2757	what causes stroke	Direct Answer	Expert
CS_1054	2757	back of thigh pain causes	Direct Answer	Expert
CS_1055	2756	ask md questions	Navigational	General
CS_1056	2756	how long will shingles last	Direct Answer	Expert
CS_1057	2756	liver cirrhosis stages	Direct Answer	General
CS_1058	2755	fluid in lungs treatment	Guide	Expert
CS_1059	2754	diabetic breakfast meal plan	Direct Answer	General
CS_1060	2754	curcumin side effects	Direct Answer	Expert
CS_1061	2754	cigna health assessment	Navigational	General
CS_1062	2754	laminine side effects	Direct Answer	Expert
CS_1063	2753	where is bladder pain	Direct Answer	Expert
CS_1064	2753	how do i cure plantar fasciitis	Guide	Expert
CS_1065	2752	what is tuberculosis disease	Generic	General
CS_1066	2752	what is polio disease	Generic	Expert
CS_1067	2752	treatment for bulging disc	Guide	Expert
CS_1068	2751	diets for fatty liver disease	Direct Answer	General
CS_1069	2751	sciatica leg pain relief	Guide	Expert
CS_1070	2750	what is hepatitis a virus	Generic	Expert
CS_1071	2749	symptoms of sinus problems	Direct Answer	Expert
CS_1072	2749	what ingredients are in advil	Direct Answer	General
CS_1073	2749	diabetes symptoms of	Direct Answer	Expert
CS_1074	2748	list of all cancers	Direct Answer	Expert
CS_1075	2746	list of stomach diseases	Generic	Expert
CS_1076	2744	prostate cancer symptoms	Direct Answer	Expert
CS_1077	2744	milk thistle side effects	Direct Answer	Expert
CS_1078	2744	low electrolyte symptoms	Direct Answer	Expert
CS_1079	2744	pictures of spina bifida	Resource	General
CS_1080	2743	pictures of hiv rash	Resource	General
CS_1081	2743	adenocarcinoma prognosis	Direct Answer	Expert
CS_1082	2743	what is myelofibrosis	Generic	Expert
CS_1083	2742	what causes eczema	Direct Answer	Expert
CS_1084	2741	how do you treat colitis	Guide	Expert
CS_1085	2741	what is cholelithiasis	Generic	General
CS_1086	2739	what causes thyroid disease	Direct Answer	Expert
CS_1087	2738	pain on right side under ribs	Direct Answer	Expert
CS_1088	2738	pain relief for earaches	Guide	General
CS_1089	2737	side effects of imodium	Direct Answer	Expert
CS_1090	2737	low estrogen symptoms	Direct Answer	Expert
CS_1091	2736	ivy rash pictures	Resource	General
CS_1092	2736	what is lou gehrig disease	Generic	General
CS_1093	2736	imodium instructions dosage	Guide	General
CS_1094	2736	photo of poison oak rash	Resource	General
CS_1095	2735	what is vitreous detachment	Generic	General
CS_1096	2732	what is pseudomonas	Generic	General
CS_1097	2731	night leg cramps treatment	Guide	Expert
CS_1098	2729	jock itch pictures	Resource	General
CS_1099	2729	how often hepatitis a vaccine	Direct Answer	Expert
CS_1100	2727	std symptoms for men	Direct Answer	Expert
CS_1101	2727	pain medication list	Direct Answer	General
CS_1102	2727	how to treat a fatty liver	Guide	Expert
CS_1103	2727	healthgrades doctors	Navigational	General
CS_1104	2726	non hdl cholesterol range	Direct Answer	Expert
CS_1105	2726	causes of retinal detachment	Direct Answer	Expert
CS_1106	2725	scabies pictures of	Resource	General
CS_1107	2724	middle back pain symptoms	Direct Answer	Expert
CS_1108	2724	stomach bloating after meals	Generic	Expert
CS_1109	2724	right sided headache causes	Direct Answer	Expert
CS_1110	2723	what causes kidney infection	Direct Answer	Expert
CS_1111	2722	what is too high blood sugar	Generic	Expert
CS_1112	2721	causes of low back pain	Direct Answer	Expert
CS_1113	2721	knee pain causes	Direct Answer	Expert
CS_1114	2720	bed bugs symptoms photos	Resource	General
CS_1115	2720	what is low grade lymphoma	Generic	General
CS_1116	2720	syptoms of colon cancer	Direct Answer	Expert
CS_1117	2720	bile duct blockage symptoms	Direct Answer	Expert
CS_1118	2719	normal kidney levels	Direct Answer	Expert
CS_1119	2719	drinks for diabetics	Direct Answer	General
CS_1120	2718	female bladder infection	Generic	Expert
CS_1121	2718	causes of excessive belching	Direct Answer	Expert
CS_1122	2718	cat diseases and symptoms	Generic	Expert
CS_1123	2718	symptoms of lupus	Direct Answer	Expert
CS_1124	2717	what to do for a dry cough	Guide	Expert
CS_1125	2717	home remedies for skin boils	Guide	General
CS_1126	2716	eclinicalweb patient portal	Navigational	General
CS_1127	2715	is apple vinegar good for you	Direct Answer	General
CS_1128	2715	tia symptoms and treatment	Direct Answer	Expert
CS_1129	2714	causes male blood urine	Direct Answer	Expert
CS_1130	2714	what are signs and symptoms	Generic	General
CS_1131	2714	causes of trembling hands	Generic	Expert
CS_1132	2714	what is a ingrown toenail	Generic	General
CS_1133	2713	high blood pressure symptons	Direct Answer	Expert
CS_1134	2713	dosage for kaopectate	Direct Answer	General
CS_1135	2713	end of life signs	Direct Answer	General
CS_1136	2713	aneurysm symptoms	Direct Answer	Expert
CS_1137	2712	normal psa levels in men	Direct Answer	Expert
CS_1138	2712	symptoms ovarian cancer	Direct Answer	Expert
CS_1139	2712	symptoms too much calcium	Direct Answer	Expert
CS_1140	2712	what is cystitis	Generic	General
CS_1141	2711	best knee surgeons	Direct Answer	Opinion
CS_1142	2711	cinnamon and honey arthritis	Generic	Expert
CS_1143	2710	symptoms of nerve pain	Direct Answer	Expert
CS_1144	2710	tongkat ali side effects	Direct Answer	Expert
CS_1145	2710	what is human papillomavirus	Generic	General
CS_1146	2709	cure for seborrheic keratosis	Direct Answer	Expert
CS_1147	2709	what are symptoms of vertigo	Direct Answer	Expert
CS_1148	2709	parsley health benefits	Direct Answer	General
CS_1149	2708	pictures of bone spurs	Resource	General
CS_1150	2708	what is chlamydia in men	Generic	Expert
CS_1151	2708	right side chest pain causes	Direct Answer	Expert
CS_1152	2708	treatment for stomach gas	Guide	Expert
CS_1153	2708	pictures of a hiatal hernia	Resource	General
CS_1154	2707	what is a dermatitis	Generic	Expert
CS_1155	2706	how do you treat hives	Guide	Expert
CS_1156	2706	pictures of lipomas	Resource	General
CS_1157	2706	wasp sting pain relief	Direct Answer	General
CS_1158	2706	what is venous reflux	Generic	Expert
CS_1159	2706	how to cure a staph infection	Guide	Expert
CS_1160	2705	how do you get bedbugs	Direct Answer	General
CS_1161	2705	what is an emg test	Generic	General
CS_1162	2704	where can i buy titralac	Direct Answer	General
CS_1163	2704	vein insufficiency symptoms	Direct Answer	Expert
CS_1164	2703	low right back pain causes	Direct Answer	Expert
CS_1165	2702	food with high phosphorus	Direct Answer	Expert
CS_1166	2702	stomach bloating treatment	Guide	Expert
CS_1167	2701	afib signs and symptoms	Direct Answer	Expert
CS_1168	2700	what is muscular sclerosis	Generic	Expert
CS_1169	2699	high lymph in blood work	Generic	Expert
CS_1170	2699	recluse spider bite pictures	Resource	General
CS_1171	2699	sun allergy rash pictures	Resource	General
CS_1172	2698	asperger syndrome test	Direct Answer	Expert
CS_1173	2698	nuclear stress test risks	Direct Answer	Expert
CS_1174	2697	juicer recipes for diabetics	Direct Answer	General
CS_1175	2696	signs of lung cancer in men	Direct Answer	Expert
CS_1176	2696	diet for interstitial cystitis	Direct Answer	Expert
CS_1177	2695	symptoms of gastritis	Direct Answer	Expert
CS_1178	2695	lung fungus symptoms	Direct Answer	Expert
CS_1179	2694	symptoms of adrenal cancer	Direct Answer	Expert
CS_1180	2694	hernia repair mesh	Generic	Expert
CS_1181	2693	cancer survival rates	Direct Answer	Expert
CS_1182	2693	what causes hemorrhoid	Direct Answer	Expert
CS_1183	2691	tendonitis symptoms	Direct Answer	Expert
CS_1184	2691	medco refills online	Transactional	General
CS_1185	2691	doctors who take medi-cal	Direct Answer	General
CS_1186	2690	ear aches remedies	Guide	Expert
CS_1187	2690	pictures of eye problems	Resource	General
CS_1188	2689	stage 4 cancer symptoms	Direct Answer	Expert
CS_1189	2689	causes of bleeding nose	Direct Answer	Expert
CS_1190	2688	what are blood platelets	Generic	General
CS_1191	2688	what is ptsd disorder	Generic	General
CS_1192	2688	nerve pain after shingles	Generic	General
CS_1193	2686	what is galactosemia	Generic	General
CS_1194	2686	rsv in children	Generic	General
CS_1195	2685	symptoms of heart disease	Direct Answer	Expert
CS_1196	2685	which grains are gluten free	Direct Answer	General
CS_1197	2684	online patient portal	Navigational	General
CS_1198	2683	how do kill bed bugs	Guide	General
CS_1199	2683	home remedy for bee sting	Guide	General
CS_1200	2683	2nd degree burn treatment	Guide	Expert
CS_1201	2682	leg pain causes	Direct Answer	Expert
CS_1202	2681	gallbladder cancer symptoms	Direct Answer	Expert
CS_1203	2681	probiotic side effects	Direct Answer	Expert
CS_1204	2680	pictures of chickenpox	Resource	General
CS_1205	2679	itchy skin without rash	Generic	Expert
CS_1206	2679	lymph nodes location in body	Direct Answer	General
CS_1207	2679	what is coq10 benefits	Direct Answer	Expert
CS_1208	2679	emergency toothache relief	Guide	Expert
CS_1209	2678	pictures of cysts on skin	Resource	General
CS_1210	2677	how to heal a hiatal hernia	Guide	Expert
CS_1211	2677	agent orange side effects	Direct Answer	Expert
CS_1212	2677	bed bug bite treatment	Guide	Expert
CS_1213	2677	home remedies for bunions	Guide	General
CS_1214	2677	treatment for low sodium	Guide	Expert
CS_1215	2676	how can i stop diarrhea	Guide	General
CS_1216	2676	blood test interpretation	Generic	Expert
CS_1217	2675	pictures of bat droppings	Resource	General
CS_1218	2675	what is soft tissue sarcoma	Generic	Expert
CS_1219	2674	symptoms of liver cirrhosis	Direct Answer	Expert
CS_1220	2674	how painful is bunion surgery	Direct Answer	Opinion
CS_1221	2674	prostate psa level	Generic	Expert
CS_1222	2673	diabetic leg ulcers pictures	Resource	General
CS_1223	2673	symptoms of colon problems	Direct Answer	Expert
CS_1224	2673	psa level for age 60	Direct Answer	Expert
CS_1225	2673	foods high in uric acid list	Direct Answer	Expert
CS_1226	2672	what is pinched nerve in neck	Generic	Expert
CS_1227	2671	side effects magnesium	Direct Answer	Expert
CS_1228	2671	survival rate of brain cancer	Generic	Expert
CS_1229	2671	hiatal hernia and back pain	Generic	General
CS_1230	2667	john hopkins hospital website	Navigational	General
CS_1231	2667	what is ast in a blood test	Generic	Expert
CS_1232	2667	symptoms of hot flashes	Direct Answer	Expert
CS_1233	2666	sigmoidoscopy procedure	Generic	Expert
CS_1234	2666	what is tia stroke	Generic	General
CS_1235	2666	cure for ringing in the ear	Guide	Expert
CS_1236	2665	ibs symptoms in women	Direct Answer	Expert
CS_1237	2664	cinnamon side effects	Direct Answer	Expert
CS_1238	2664	hospital patient lookup	Navigational	General
CS_1239	2663	pictures of tonsil cancer	Resource	Expert
CS_1240	2663	pancreatic cyst symptoms	Direct Answer	Expert
CS_1241	2663	side effects of beta blockers	Direct Answer	Expert
CS_1242	2662	what causes back spasms	Direct Answer	Expert
CS_1243	2662	spots on skin pictures	Resource	General
CS_1244	2662	ibs symptoms and causes	Direct Answer	Expert
CS_1245	2662	symtoms of bladder infection	Direct Answer	Expert
CS_1246	2660	thyroid nodules	Generic	General
CS_1247	2660	pictures of cancer	Resource	General
CS_1248	2658	abbreviations medical list	Direct Answer	General
CS_1249	2658	flea bites on humans photos	Resource	General
CS_1250	2658	seborrheic keratoses pictures	Resource	General
CS_1251	2657	lipoflavonoid tinnitus	Generic	General
CS_1252	2656	life expectancy liver disease	Direct Answer	Expert
CS_1253	2656	basal cell carcinoma images	Resource	General
CS_1254	2656	what is leiomyosarcoma	Generic	General
CS_1255	2656	types of hernias in men	Direct Answer	Expert
CS_1256	2656	peer review journal articles	Resource	General
CS_1257	2656	food for pre diabetics to eat	Direct Answer	General
CS_1258	2654	what is a living will	Generic	General
CS_1259	2654	reasons for rapid heart rate	Direct Answer	Expert
CS_1260	2654	picture of scabies	Resource	General
CS_1261	2654	colitis diet	Direct Answer	General
CS_1262	2653	pictures of hobo spider bites	Resource	General
CS_1263	2653	wine and high blood pressure	Generic	General
CS_1264	2653	rash around eyes pictures	Resource	General
CS_1265	2652	how to cure stinky feet	Guide	Expert
CS_1266	2652	causes of chronic bad breath	Direct Answer	Expert
CS_1267	2651	what is yag laser	Generic	General
CS_1268	2650	list of low thyroid symptoms	Direct Answer	Expert
CS_1269	2650	colitis what to eat	Direct Answer	Expert
CS_1270	2649	high monocytes blood test	Direct Answer	Expert
CS_1271	2647	incubation period for shingles	Direct Answer	General
CS_1272	2646	what is lumbar stenosis	Generic	Expert
CS_1273	2646	what is thyroid peroxidase ab	Generic	General
CS_1274	2645	what is a dsl connection	Generic	General
CS_1275	2645	how to cure edema	Guide	Expert
CS_1276	2644	osteoarthritis knee exercises	Guide	Expert
CS_1277	2644	kidney surgery recovery time	Direct Answer	Expert
CS_1278	2643	causes for night sweats	Direct Answer	Expert
CS_1279	2640	how to rid of carpenter bees	Guide	General
CS_1280	2640	what is pulmonary hypertension	Generic	General
CS_1281	2638	how to remove a bee sting	Guide	General
CS_1282	2638	stomach hernia photos	Resource	General
CS_1283	2638	side effects of allergy shots	Direct Answer	Expert
CS_1284	2638	bladder repair surgery	Generic	Expert
CS_1285	2636	how to cure dry eyes	Guide	Expert
CS_1286	2636	what is tennis elbow	Generic	Expert
CS_1287	2636	bayer crystal aspirin	Generic	General
CS_1288	2635	what causes migraine aura	Direct Answer	Expert
CS_1289	2635	what is gout in the knee	Direct Answer	General
CS_1290	2634	knee surgery healing time	Direct Answer	Expert
CS_1291	2634	side effects of hysterectomy	Direct Answer	Expert
CS_1292	2633	what can a diabetic eat	Direct Answer	Expert
CS_1293	2633	neck and head pain causes	Direct Answer	Expert
CS_1294	2633	what causes a sour stomach	Direct Answer	Expert
CS_1295	2632	what causes acid reflux	Direct Answer	General
CS_1296	2631	types of blood infections	Generic	Expert
CS_1297	2631	blood platelets high causes	Direct Answer	Expert
CS_1298	2631	shoulder pain diagnosis	Generic	Expert
CS_1299	2630	stages of pulmonary fibrosis	Direct Answer	Expert
CS_1300	2627	signs of high cholesterol	Direct Answer	Expert
CS_1301	2627	what is a heart aneurysm	Generic	General
CS_1302	2627	dizziness due to inner ear	Generic	Expert
CS_1303	2626	how to lower my blood sugar	Guide	Expert
CS_1304	2626	muscle pain in legs	Generic	Expert
CS_1305	2626	2014 cpt codes	Direct Answer	General
CS_1306	2626	how to test for black mold	Guide	General
CS_1307	2625	cellulitis pictures	Resource	General
CS_1308	2625	pictures of lichen sclerosus	Resource	General
CS_1309	2625	anti inflammatories list	Direct Answer	Expert
CS_1310	2625	when to check blood sugar	Direct Answer	Expert
CS_1311	2624	what is scabies rash	Generic	Expert
CS_1312	2623	list of respiratory diseases	Direct Answer	General
CS_1313	2623	liver transplant survival rates	Direct Answer	Expert
CS_1314	2621	cure for water retention	Guide	Expert
CS_1315	2620	mayonaise treatment for lice	Guide	Expert
CS_1316	2620	causes of urine odor	Direct Answer	General
CS_1317	2620	blood clot symptoms knee	Direct Answer	Expert
CS_1318	2618	healthy cholesterol ratio	Generic	General
CS_1319	2618	pessary insertion video	Resource	General
CS_1320	2617	celiac symptoms in adults	Direct Answer	Expert
CS_1321	2617	what is lupas	Generic	General
CS_1322	2617	swollen feet in diabetics	Generic	Expert
CS_1323	2616	kyphoplasty procedure	Direct Answer	Expert
CS_1324	2615	health benefits of bee pollen	Direct Answer	Expert
CS_1325	2615	pictures of mouth ulcers	Resource	Expert
CS_1326	2615	kidney cancer survival rates	Direct Answer	General
CS_1327	2615	pictures of planters wart	Resource	General
CS_1328	2614	patient portals	Generic	General
CS_1329	2614	side effects of ocuvite	Direct Answer	Expert
CS_1330	2613	cellulitis in lower leg	Generic	Expert
CS_1331	2613	cause of dry mouth at night	Direct Answer	Expert
CS_1332	2613	home treatment of boil	Guide	Expert
CS_1333	2613	printable medical forms	Resource	General
CS_1334	2612	irregular bleeding menopause	Generic	Expert
CS_1335	2612	biopsy procedure	Guide	Expert
CS_1336	2612	tsh thyroid levels	Direct Answer	General
CS_1337	2612	what is a normal iron level	Direct Answer	General
CS_1338	2611	lupus rash image	Resource	General
CS_1339	2610	what is acetaminophen-cod 3	Generic	General
CS_1340	2610	blood pressure ranges	Direct Answer	Expert
CS_1341	2609	uric acid symptoms	Direct Answer	Expert
CS_1342	2609	what is whipple procedure	Generic	Expert
CS_1343	2609	asperger's syndrome in adults	Direct Answer	Expert
CS_1344	2609	what is the gout disease	Generic	Expert
CS_1345	2607	stage 3 cancer prognosis	Direct Answer	Expert
CS_1346	2607	what is narcissism disorder	Generic	General
CS_1347	2607	tetanus shot how often	Direct Answer	Expert
CS_1348	2607	types of lung cancer	Direct Answer	Expert
CS_1349	2607	how to reverse gum disease	Guide	Expert
CS_1350	2606	what are beta blockers	Generic	General
CS_1351	2606	what is hctz 25 mg	Generic	Expert
CS_1352	2606	multiple sclerosis symptons	Direct Answer	Expert
CS_1353	2605	correct way to use a cane	Guide	General
CS_1354	2605	pre diabetic diet	Generic	Expert
CS_1355	2605	ballpoint pen stain removal	Guide	General
CS_1356	2604	zyrtec side effects	Direct Answer	General
CS_1357	2603	stomach pain after eating	Generic	Expert
CS_1358	2603	stages of prostate cancer	Direct Answer	General
CS_1359	2602	numbness tingling in fingers	Generic	Expert
CS_1360	2602	how long can gout last	Direct Answer	Expert
CS_1361	2601	foods for low blood pressure	Direct Answer	Expert
CS_1362	2601	acute myeloid leukemia	Generic	Expert
CS_1363	2601	what causes body itching	Direct Answer	Expert
CS_1364	2600	dementia test 30 questions	Direct Answer	General
CS_1365	2600	symptoms of liver failure	Direct Answer	Expert
CS_1366	2600	swollen and painful foot	Generic	Expert
CS_1367	2599	prevent night leg cramps	Direct Answer	Expert
CS_1368	2599	side effects of a colonoscopy	Direct Answer	Expert
CS_1369	2597	spider bites pictures	Resource	General
CS_1370	2597	what is tsh blood test	Generic	General
CS_1371	2597	what causes facial flushing	Direct Answer	Expert
CS_1372	2597	effects of mold on health	Direct Answer	Expert
CS_1373	2596	what is ocd	Generic	General
CS_1374	2596	5 signs of cancer	Direct Answer	Expert
CS_1375	2596	symptoms of ocd in adults	Direct Answer	Expert
CS_1376	2595	nerve block side effects	Direct Answer	Expert
CS_1377	2595	pictures of kidney cysts	Resource	General
CS_1378	2595	water on the knee symptoms	Direct Answer	Expert
CS_1379	2595	diarrhea treatment	Guide	General
CS_1380	2594	cure for low blood pressure	Guide	Expert
CS_1381	2593	arch pain in the foot	Direct Answer	Expert
CS_1382	2593	home cure for scabies	Guide	General
CS_1383	2592	relief for back spasms	Guide	Expert
CS_1384	2592	pinworm pictures in stool	Resource	General
CS_1385	2592	what is a cervical cancer	Generic	General
CS_1386	2591	foods to avoid acid reflux	Direct Answer	Expert
CS_1387	2591	shingles shingles contagious	Direct Answer	Expert
CS_1388	2591	stage 4 liver disease	Generic	Expert
CS_1389	2591	stop vomiting remedies	Direct Answer	Expert
CS_1390	2589	symptoms of the latest flu	Direct Answer	Expert
CS_1391	2589	causes for low sodium	Direct Answer	Expert
CS_1392	2589	frozen shoulder exercises	Direct Answer	Expert
CS_1393	2589	blood clot warning signs	Direct Answer	Expert
CS_1394	2587	what is cdiff infection	Generic	Expert
CS_1395	2587	signs of prostrate problems	Direct Answer	Expert
CS_1396	2586	ground glass nodule in lung	Generic	Expert
CS_1397	2585	pictures of femoral hernias	Resource	General
CS_1398	2584	what causes red eyes	Direct Answer	Expert
CS_1399	2584	reasons for elevated psa	Direct Answer	Expert
CS_1400	2583	diabetes diet plan menu	Resource	Expert
CS_1401	2583	t cell lymphoma prognosis	Direct Answer	Expert
CS_1402	2583	feline leukemia symptoms	Direct Answer	Expert
CS_1403	2583	foot pain on side of foot	Direct Answer	Expert
CS_1404	2583	coq10 adverse effects	Direct Answer	Expert
CS_1405	2583	kidneys and back pain	Generic	Expert
CS_1406	2583	what is normal blood pressure	Direct Answer	Expert
CS_1407	2582	photos of impetigo	Resource	General
CS_1408	2582	what is a pulmonary test	Generic	General
CS_1409	2582	photos of poisonous spiders	Resource	General
CS_1410	2581	causes of abdominal pain	Direct Answer	Expert
CS_1411	2581	what causes burning eyes	Direct Answer	General
CS_1412	2581	foods not to eat for gout list	Direct Answer	Expert
CS_1413	2580	treating fatty liver disease	Guide	Expert
CS_1414	2579	addison disease pictures	Resource	General
CS_1415	2579	early throat cancer symptoms	Direct Answer	Expert
CS_1416	2579	patient websites	Generic	General
CS_1417	2578	pictures of bladder prolapse	Resource	General
CS_1418	2578	bladder and kidney infections	Generic	Expert
CS_1419	2578	best thing for bee stings	Guide	General
CS_1420	2577	underarm lymph node pain	Direct Answer	Expert
CS_1421	2576	spinal fluid leak symptoms	Direct Answer	Expert
CS_1422	2576	thickening of bladder wall	Generic	General
CS_1423	2576	hiatal hernia foods to avoid	Direct Answer	Expert
CS_1424	2576	bone cancer life expectancy	Direct Answer	Expert
CS_1425	2576	exercises for a torn meniscus	Direct Answer	Expert
CS_1426	2575	spina bifida pictures images	Resource	General
CS_1427	2575	bed bug bite photos	Resource	General
CS_1428	2574	top 10 gastroenterologists	Direct Answer	Expert
CS_1429	2574	what causes h pylori bacteria	Direct Answer	Expert
CS_1430	2574	tips to reduce cholesterol	Direct Answer	Expert
CS_1431	2574	finger joint pain treatment	Guide	Expert
CS_1432	2572	what is microalbumin	Generic	General
CS_1433	2572	what is fibroids	Generic	General
CS_1434	2572	what does hives look like	Resource	General
CS_1435	2571	what causes itching skin	Direct Answer	Expert
CS_1436	2571	what is a herniated disc	Generic	General
CS_1437	2570	what is tinnitus	Generic	Expert
CS_1438	2570	images of marfan syndrome	Resource	General
CS_1439	2569	quick sore throat remedy	Guide	General
CS_1440	2569	causes of pimples on face	Direct Answer	General
CS_1441	2568	pictures of bumps on face	Resource	General
CS_1442	2568	what is a parathyroid	Generic	Expert
CS_1443	2568	pdr pill identifier	Navigational	General
CS_1444	2568	signs of vitamin d deficiency	Direct Answer	Expert
CS_1445	2568	what to drink for dehydration	Direct Answer	Expert
CS_1446	2568	foot gout symptoms	Direct Answer	Expert
CS_1447	2568	what is parvovirus in humans	Generic	General
CS_1448	2567	low platelet count means	Direct Answer	Expert
CS_1449	2566	normal salt intake per day	Direct Answer	General
CS_1450	2566	blood sugar symptoms	Direct Answer	Expert
CS_1451	2565	eye lift surgery cost	Transactional	Expert
CS_1452	2565	what should diabetics eat	Direct Answer	Expert
CS_1453	2564	signs of a stroke in men	Direct Answer	Expert
CS_1454	2564	side effects to aspirin	Direct Answer	Expert
CS_1455	2563	what is an adenoma polyp	Generic	General
CS_1456	2563	how much does lasik cost	Transactional	General
CS_1457	2562	allina my chart sign in	Navigational	General
CS_1458	2562	foods not to eat with gout	Direct Answer	Expert
CS_1459	2562	what is a heart echo test	Generic	General
CS_1460	2561	how to cure underarm odor	Guide	Expert
CS_1461	2561	iodine deficiency test	Direct Answer	General
CS_1462	2560	can you survive lung cancer	Direct Answer	Expert
CS_1463	2560	what is uterine fibroids	Generic	General
CS_1464	2559	ablation medical procedure	Guide	Expert
CS_1465	2559	what does low platelets mean	Direct Answer	Expert
CS_1466	2558	what is chlamydia disease	Generic	Expert
CS_1467	2556	colon cancer symptons	Direct Answer	Expert
CS_1468	2555	the cause of hemorrhoids	Direct Answer	Expert
CS_1469	2554	hot flashes and night sweats	Generic	Expert
CS_1470	2553	tingling in left arm and hand	Generic	Expert
